User Input,keep_faq_for_test,Correct FAQ,Actual FAQ returned (Top result),Correct FAQ in top 3,Associated URL
I need to cancel secure net,Y,How do I cancel my Secure Net subscription?,,,https://support.vodafone.co.uk/Account/Security-privacy/1464064512/How-do-I-cancel-my-Secure-Net-subscription.htm
I don't want to pay for secure net,Y,How do I cancel my Secure Net subscription?,,,https://support.vodafone.co.uk/Account/Security-privacy/1464064512/How-do-I-cancel-my-Secure-Net-subscription.htm
cancel the secure net subscription from my account,Y,How do I cancel my Secure Net subscription?,,,https://support.vodafone.co.uk/Account/Security-privacy/1464064512/How-do-I-cancel-my-Secure-Net-subscription.htm
I need someone to help cancel secure net from my account,Y,How do I cancel my Secure Net subscription?,,,https://support.vodafone.co.uk/Account/Security-privacy/1464064512/How-do-I-cancel-my-Secure-Net-subscription.htm
"I never agreed to pay for secure net, cancel it now ",Y,How do I cancel my Secure Net subscription?,,,https://support.vodafone.co.uk/Account/Security-privacy/1464064512/How-do-I-cancel-my-Secure-Net-subscription.htm
cancel the securenet subscription for me ,Y,How do I cancel my Secure Net subscription?,,,https://support.vodafone.co.uk/Account/Security-privacy/1464064512/How-do-I-cancel-my-Secure-Net-subscription.htm
Where in my account do i go to cancel secure net,Y,How do I cancel my Secure Net subscription?,,,https://support.vodafone.co.uk/Account/Security-privacy/1464064512/How-do-I-cancel-my-Secure-Net-subscription.htm
cancel secure net now I do not want to pay for this,Y,How do I cancel my Secure Net subscription?,,,https://support.vodafone.co.uk/Account/Security-privacy/1464064512/How-do-I-cancel-my-Secure-Net-subscription.htm
How can I top up my phone,Y,How can I top up my phone or another number?,,,https://support.vodafone.co.uk/Pay-as-you-go-Pay-as-you-go-Plus/Pay-as-you-go/Topping-up/1479617992/How-can-I-top-up-my-phone-or-another-number.htm
How can I top up another number,Y,How can I top up my phone or another number?,,,https://support.vodafone.co.uk/Pay-as-you-go-Pay-as-you-go-Plus/Pay-as-you-go/Topping-up/1479617992/How-can-I-top-up-my-phone-or-another-number.htm
I need to top up my phone,Y,How can I top up my phone or another number?,,,https://support.vodafone.co.uk/Pay-as-you-go-Pay-as-you-go-Plus/Pay-as-you-go/Topping-up/1479617992/How-can-I-top-up-my-phone-or-another-number.htm
I need to top up someone elses phone,Y,How can I top up my phone or another number?,,,https://support.vodafone.co.uk/Pay-as-you-go-Pay-as-you-go-Plus/Pay-as-you-go/Topping-up/1479617992/How-can-I-top-up-my-phone-or-another-number.htm
topping up my phone,Y,How can I top up my phone or another number?,,,https://support.vodafone.co.uk/Pay-as-you-go-Pay-as-you-go-Plus/Pay-as-you-go/Topping-up/1479617992/How-can-I-top-up-my-phone-or-another-number.htm
Topping up the credit on another number,Y,How can I top up my phone or another number?,,,https://support.vodafone.co.uk/Pay-as-you-go-Pay-as-you-go-Plus/Pay-as-you-go/Topping-up/1479617992/How-can-I-top-up-my-phone-or-another-number.htm
is it possible to add credit to another number,Y,How can I top up my phone or another number?,,,https://support.vodafone.co.uk/Pay-as-you-go-Pay-as-you-go-Plus/Pay-as-you-go/Topping-up/1479617992/How-can-I-top-up-my-phone-or-another-number.htm
Am i able to top up credit onto another number,Y,How can I top up my phone or another number?,,,https://support.vodafone.co.uk/Pay-as-you-go-Pay-as-you-go-Plus/Pay-as-you-go/Topping-up/1479617992/How-can-I-top-up-my-phone-or-another-number.htm
can someone please help me topping up my phone,Y,How can I top up my phone or another number?,,,https://support.vodafone.co.uk/Pay-as-you-go-Pay-as-you-go-Plus/Pay-as-you-go/Topping-up/1479617992/How-can-I-top-up-my-phone-or-another-number.htm
how to I top up credit on my number,Y,How can I top up my phone or another number?,,,https://support.vodafone.co.uk/Pay-as-you-go-Pay-as-you-go-Plus/Pay-as-you-go/Topping-up/1479617992/How-can-I-top-up-my-phone-or-another-number.htm
how do I top up credit if it's on someone elses number,Y,How can I top up my phone or another number?,,,https://support.vodafone.co.uk/Pay-as-you-go-Pay-as-you-go-Plus/Pay-as-you-go/Topping-up/1479617992/How-can-I-top-up-my-phone-or-another-number.htm
I need to add credit to my phone number,Y,How can I top up my phone or another number?,,,https://support.vodafone.co.uk/Pay-as-you-go-Pay-as-you-go-Plus/Pay-as-you-go/Topping-up/1479617992/How-can-I-top-up-my-phone-or-another-number.htm
Topping up my phone and another number,Y,How can I top up my phone or another number?,,,https://support.vodafone.co.uk/Pay-as-you-go-Pay-as-you-go-Plus/Pay-as-you-go/Topping-up/1479617992/How-can-I-top-up-my-phone-or-another-number.htm
,N,How do I make a complaint?,,,
,N,How can I check my data allowance?,,,
Where's my nearest store,Y,Where's my nearest store? ,,,https://support.vodafone.co.uk/Account/Contacting-Vodafone/1720879022/Where-s-my-nearest-store.htm
Which store is nearest to me,Y,Where's my nearest store? ,,,https://support.vodafone.co.uk/Account/Contacting-Vodafone/1720879022/Where-s-my-nearest-store.htm
Where will I find my nearest store,Y,Where's my nearest store? ,,,https://support.vodafone.co.uk/Account/Contacting-Vodafone/1720879022/Where-s-my-nearest-store.htm
Tell me where my nearest store is please,Y,Where's my nearest store? ,,,https://support.vodafone.co.uk/Account/Contacting-Vodafone/1720879022/Where-s-my-nearest-store.htm
Do you have a map of all your store destinations,Y,Where's my nearest store? ,,,https://support.vodafone.co.uk/Account/Contacting-Vodafone/1720879022/Where-s-my-nearest-store.htm
I'm not sure where my closest vodafone store is,Y,Where's my nearest store? ,,,https://support.vodafone.co.uk/Account/Contacting-Vodafone/1720879022/Where-s-my-nearest-store.htm
Can you tell me the closest vodafone store to my home please,Y,Where's my nearest store? ,,,https://support.vodafone.co.uk/Account/Contacting-Vodafone/1720879022/Where-s-my-nearest-store.htm
where abouts is the vodafone store closest to me ,Y,Where's my nearest store? ,,,https://support.vodafone.co.uk/Account/Contacting-Vodafone/1720879022/Where-s-my-nearest-store.htm
where can i locate my nearest store,Y,Where's my nearest store? ,,,https://support.vodafone.co.uk/Account/Contacting-Vodafone/1720879022/Where-s-my-nearest-store.htm
where is my nearest vodafone store,Y,Where's my nearest store? ,,,https://support.vodafone.co.uk/Account/Contacting-Vodafone/1720879022/Where-s-my-nearest-store.htm
how do I locate my nearest vodafone store,Y,Where's my nearest store? ,,,https://support.vodafone.co.uk/Account/Contacting-Vodafone/1720879022/Where-s-my-nearest-store.htm
what's the location of the closest vodafone store to me ,Y,Where's my nearest store? ,,,https://support.vodafone.co.uk/Account/Contacting-Vodafone/1720879022/Where-s-my-nearest-store.htm
help me find the closest store to where I live,Y,Where's my nearest store? ,,,https://support.vodafone.co.uk/Account/Contacting-Vodafone/1720879022/Where-s-my-nearest-store.htm
,N,"How do I renew, pause or cancel my Pay as you go Plus plan? ",,,
,N,How can I check my plan details?,,,
,N,Can I transfer my account to someone else?,,,
How do I claim on my insurance,Y,How do I make a claim on my insurance?,,,https://support.vodafone.co.uk/Phones-devices/Warranty-insurance-repair/1464015112/How-do-I-make-a-claim-on-my-insurance.htm
Claiming on my insurance,Y,How do I make a claim on my insurance?,,,https://support.vodafone.co.uk/Phones-devices/Warranty-insurance-repair/1464015112/How-do-I-make-a-claim-on-my-insurance.htm
I want to make a claim on my insurance,Y,How do I make a claim on my insurance?,,,https://support.vodafone.co.uk/Phones-devices/Warranty-insurance-repair/1464015112/How-do-I-make-a-claim-on-my-insurance.htm
Insurance claim procedure ,Y,How do I make a claim on my insurance?,,,https://support.vodafone.co.uk/Phones-devices/Warranty-insurance-repair/1464015112/How-do-I-make-a-claim-on-my-insurance.htm
Claiming on my insurance ,Y,How do I make a claim on my insurance?,,,https://support.vodafone.co.uk/Phones-devices/Warranty-insurance-repair/1464015112/How-do-I-make-a-claim-on-my-insurance.htm
How do I make an insurance claim,Y,How do I make a claim on my insurance?,,,https://support.vodafone.co.uk/Phones-devices/Warranty-insurance-repair/1464015112/How-do-I-make-a-claim-on-my-insurance.htm
I need to claim on my insurance for a broken phone ,Y,How do I make a claim on my insurance?,,,https://support.vodafone.co.uk/Phones-devices/Warranty-insurance-repair/1464015112/How-do-I-make-a-claim-on-my-insurance.htm
Help with insurance claim ,Y,How do I make a claim on my insurance?,,,https://support.vodafone.co.uk/Phones-devices/Warranty-insurance-repair/1464015112/How-do-I-make-a-claim-on-my-insurance.htm
insurance claim ,Y,How do I make a claim on my insurance?,,,https://support.vodafone.co.uk/Phones-devices/Warranty-insurance-repair/1464015112/How-do-I-make-a-claim-on-my-insurance.htm
I need to make an insurance claim,Y,How do I make a claim on my insurance?,,,https://support.vodafone.co.uk/Phones-devices/Warranty-insurance-repair/1464015112/How-do-I-make-a-claim-on-my-insurance.htm
I need to make an insurance claim for my mobile,Y,How do I make a claim on my insurance?,,,https://support.vodafone.co.uk/Phones-devices/Warranty-insurance-repair/1464015112/How-do-I-make-a-claim-on-my-insurance.htm
"
I would like to make a insurance claim",Y,How do I make a claim on my insurance?,,,https://support.vodafone.co.uk/Phones-devices/Warranty-insurance-repair/1464015112/How-do-I-make-a-claim-on-my-insurance.htm
,N,How do I find out about Vodafone Essentials Broadband?,,,
What happens if I delete my eSIM,Y,What happens if I delete my eSIM?,,,https://support.vodafone.co.uk/SIM-eSIM/eSIM/1526154742/What-happens-if-I-delete-my-eSIM.htm
What if I delete my esim by accident ,Y,What happens if I delete my eSIM?,,,https://support.vodafone.co.uk/SIM-eSIM/eSIM/1526154742/What-happens-if-I-delete-my-eSIM.htm
What would happen if I delete my esim,Y,What happens if I delete my eSIM?,,,https://support.vodafone.co.uk/SIM-eSIM/eSIM/1526154742/What-happens-if-I-delete-my-eSIM.htm
If I delete my esim what would happen to my phone,Y,What happens if I delete my eSIM?,,,https://support.vodafone.co.uk/SIM-eSIM/eSIM/1526154742/What-happens-if-I-delete-my-eSIM.htm
What happens if my eSIM gets deleted ,Y,What happens if I delete my eSIM?,,,https://support.vodafone.co.uk/SIM-eSIM/eSIM/1526154742/What-happens-if-I-delete-my-eSIM.htm
What would happen if I deleted my esim accidentally,Y,What happens if I delete my eSIM?,,,https://support.vodafone.co.uk/SIM-eSIM/eSIM/1526154742/What-happens-if-I-delete-my-eSIM.htm
What happens after I delete an esim,Y,What happens if I delete my eSIM?,,,https://support.vodafone.co.uk/SIM-eSIM/eSIM/1526154742/What-happens-if-I-delete-my-eSIM.htm
Want to know what happens if I delete an esim,Y,What happens if I delete my eSIM?,,,https://support.vodafone.co.uk/SIM-eSIM/eSIM/1526154742/What-happens-if-I-delete-my-eSIM.htm
Tell me what happens if I delete my eSIM,Y,What happens if I delete my eSIM?,,,https://support.vodafone.co.uk/SIM-eSIM/eSIM/1526154742/What-happens-if-I-delete-my-eSIM.htm
Explain what would happen if my eSIM was deleted ,Y,What happens if I delete my eSIM?,,,https://support.vodafone.co.uk/SIM-eSIM/eSIM/1526154742/What-happens-if-I-delete-my-eSIM.htm
Help with eSIM being deleted ,Y,What happens if I delete my eSIM?,,,https://support.vodafone.co.uk/SIM-eSIM/eSIM/1526154742/What-happens-if-I-delete-my-eSIM.htm
What happens if I delete an eSIM from my apple watch,Y,What happens if I delete my eSIM?,,,https://support.vodafone.co.uk/SIM-eSIM/eSIM/1526154742/What-happens-if-I-delete-my-eSIM.htm
Would deleting an eSIM break my watch,Y,What happens if I delete my eSIM?,,,https://support.vodafone.co.uk/SIM-eSIM/eSIM/1526154742/What-happens-if-I-delete-my-eSIM.htm
,N,"How much do calls, texts and data cost?",,,
I want to cancel the insurance for my device,Y,I want to cancel the insurance for my device,,,https://support.vodafone.co.uk/Phones-devices/Warranty-insurance-repair/1464015322/I-want-to-cancel-the-insurance-for-my-device.htm
I want to cancel my device insurance ,Y,I want to cancel the insurance for my device,,,https://support.vodafone.co.uk/Phones-devices/Warranty-insurance-repair/1464015322/I-want-to-cancel-the-insurance-for-my-device.htm
How do I cancel my insurance ,Y,I want to cancel the insurance for my device,,,https://support.vodafone.co.uk/Phones-devices/Warranty-insurance-repair/1464015322/I-want-to-cancel-the-insurance-for-my-device.htm
Cancel my insurance ,Y,I want to cancel the insurance for my device,,,https://support.vodafone.co.uk/Phones-devices/Warranty-insurance-repair/1464015322/I-want-to-cancel-the-insurance-for-my-device.htm
Help cancelling my phone insurance ,Y,I want to cancel the insurance for my device,,,https://support.vodafone.co.uk/Phones-devices/Warranty-insurance-repair/1464015322/I-want-to-cancel-the-insurance-for-my-device.htm
I want to cancel my insurance ,Y,I want to cancel the insurance for my device,,,https://support.vodafone.co.uk/Phones-devices/Warranty-insurance-repair/1464015322/I-want-to-cancel-the-insurance-for-my-device.htm
How do I cancel my insurance policy,Y,I want to cancel the insurance for my device,,,https://support.vodafone.co.uk/Phones-devices/Warranty-insurance-repair/1464015322/I-want-to-cancel-the-insurance-for-my-device.htm
Cancel insurance ,Y,I want to cancel the insurance for my device,,,https://support.vodafone.co.uk/Phones-devices/Warranty-insurance-repair/1464015322/I-want-to-cancel-the-insurance-for-my-device.htm
Cancel my insurance ,Y,I want to cancel the insurance for my device,,,https://support.vodafone.co.uk/Phones-devices/Warranty-insurance-repair/1464015322/I-want-to-cancel-the-insurance-for-my-device.htm
I need to cancel insurance,Y,I want to cancel the insurance for my device,,,https://support.vodafone.co.uk/Phones-devices/Warranty-insurance-repair/1464015322/I-want-to-cancel-the-insurance-for-my-device.htm
How do I cancel insurance ,Y,I want to cancel the insurance for my device,,,https://support.vodafone.co.uk/Phones-devices/Warranty-insurance-repair/1464015322/I-want-to-cancel-the-insurance-for-my-device.htm
Can i cancel insurance cover,Y,I want to cancel the insurance for my device,,,https://support.vodafone.co.uk/Phones-devices/Warranty-insurance-repair/1464015322/I-want-to-cancel-the-insurance-for-my-device.htm
,N,How do I top up?,,,
,N,Who are the WiFi Xperts?,,,
Who can get VeryMe Rewards,Y,Who can get VeryMe Rewards?,,,https://support.vodafone.co.uk/Account/Discounts-VeryMe-Rewards/1456888402/Who-can-get-VeryMe-Rewards.htm
Can I get VeryMe rewards ,Y,Who can get VeryMe Rewards?,,,https://support.vodafone.co.uk/Account/Discounts-VeryMe-Rewards/1456888402/Who-can-get-VeryMe-Rewards.htm
